Service,Customer Name,Vehicle Model,Service Type,Service Date,Service Cost,Service Status,Payment Method,Technician
SVC1255,Emeka Obi,Honda Accord,Engine Diagnostics,8/21/2023,"$102,198.60 ",Pending,Card,Tech33
SVC1256,Grace Johnson,Kia Rio,Ac Service,15/05/2023,"$1,089,459.00 ",In Progress,Card,Tech14
SVC1257,Fatima Bello,Hyundai Elantra,Battery Replacement,2/18/2023,"$61,477.80 ",In Progress,Cash,Tech36
SVC1258,Jane Smith,Kia Rio,Ac Service,10/9/2024,"$115,964.80 ",Pending,Card,Tech38
SVC1259,Adewale Musa,Kia Rio,Wheel Alignment,6/27/2023,"$136,316.10 ",Completed,Cash,Tech11
SVC1260,Jane Smith,Toyota Corolla,Brake Repair,3/9/2024,"$102,394.40 ",In Progress,Transfer,Tech40
SVC1261,Grace Johnson,Honda Accord,Unknown Service,5/30/2023,"$52,610.20 ",Completed,Transfer,Tech23
SVC1262,Jane Smith,Honda Accord,Unknown Service,9/22/2025,"$24,474.40 ",In Progress,Cash,Tech37
SVC1263,Grace Johnson,Ford Focus,Ac Service,7/20/2024,"$111,364.00 ",Completed,Card,Tech23
SVC1264,Chinedu Okeke,Toyota Corolla,Ac Service,2/7/2024,"$58,043.70 ",Completed,Transfer,Tech41
SVC1265,Grace Johnson,Ford Focus,Engine Diagnostics,24/08/2025,"$101,944.90 ",Completed,Card,Tech30
SVC1266,Jane Smith,Ford Focus,Unknown Service,4/24/2024,"$132,895.00 ",In Progress,Cash,Tech30
SVC1267,Jane Smith,Nissan Altima,Wheel Alignment,1/14/2023,"$74,458.10 ",Completed,Card,Tech10
SVC1268,Emeka Obi,Hyundai Elantra,Brake Repair,9/13/2025,"$42,447.70 ",In Progress,Cash,Tech16
SVC1270,Chinedu Okeke,Toyota Corolla,Ac Service,25/04/2023,"$125,402.70 ",Completed,Card,Tech47
SVC998,Fatima Bello,Kia Rio,Oil Change,16/12/2023,"$241,709.10 ",In Progress,Transfer,Tech43
SVC1272,Fatima Bello,Nissan Altima,Battery Replacement,2/13/2025,"$135,787.80 ",In Progress,Card,Tech39
SVC1273,John Doe,Hyundai Elantra,Ac Service,14/09/2025,"$80,365.50 ",In Progress,Card,Tech27
SVC1274,Grace Johnson,Toyota Corolla,Oil Change,12/6/2025,"$114,470.90 ",Pending,Card,Tech24
SVC1276,Chinedu Okeke,Kia Rio,Ac Service,7/18/2024,"$69,756.30 ",Completed,Cash,Tech24
SVC1277,Jane Smith,Ford Focus,Engine Diagnostics,1/9/2023,"$139,250.00 ",Cancelled,Card,Tech26
SVC1278,Jane Smith,Nissan Altima,Brake Repair,10/25/2023,"$68,651.00 ",Cancelled,Card,Tech6
SVC1279,Emeka Obi,Ford Focus,Oil Change,12/25/2023,"$17,592.20 ",Completed,Transfer,Tech3
SVC1280,Emeka Obi,Hyundai Elantra,Engine Diagnostics,1/1/2023,"$37,812.90 ",In Progress,Card,Tech38
SVC1281,Fatima Bello,Ford Focus,Ac Service,12/12/2024,"$132,036.40 ",In Progress,Cash,Tech1
SVC1283,Fatima Bello,Honda Accord,Engine Diagnostics,11/17/2025,"$42,383.90 ",Completed,Card,Tech37
SVC1285,Tunde Bakare,Honda Accord,Engine Diagnostics,9/14/2025,"$62,844.90 ",Cancelled,Cash,Tech45
SVC1286,John Doe,Kia Rio,Unknown Service,8/11/2024,"$111,637.20 ",In Progress,Transfer,Tech21
SVC1287,Fatima Bello,Toyota Corolla,Battery Replacement,13/02/2024,"$74,356.40 ",Cancelled,Cash,Tech40
SVC1288,Adewale Musa,Ford Focus,Oil Change,12/12/2025,"$19,608.40 ",In Progress,Card,Tech50
SVC1289,Tunde Bakare,Ford Focus,Engine Diagnostics,2/16/2025,"$126,650.90 ",In Progress,Transfer,Tech17
SVC1290,Grace Johnson,Hyundai Elantra,Unknown Service,6/4/2024,"$56,490.80 ",Completed,Card,Tech24
SVC1292,Chinedu Okeke,Kia Rio,Engine Diagnostics,12/24/2023,"$16,471.20 ",Completed,Transfer,Tech25
SVC1293,Fatima Bello,Kia Rio,Wheel Alignment,4/8/2025,"$316,635.00 ",Completed,Cash,Tech18
SVC1294,Fatima Bello,Nissan Altima,Brake Repair,27/04/2025,"$80,977.50 ",Completed,Transfer,Tech42
SVC1295,Chinedu Okeke,Honda Accord,Brake Repair,2/23/2023,"$1,265,850.80 ",Pending,Transfer,Tech30
SVC1296,Tunde Bakare,Hyundai Elantra,Unknown Service,9/26/2023,"$68,071.70 ",Pending,Cash,Tech35
SVC1297,John Doe,Hyundai Elantra,Oil Change,7/24/2025,"$132,913.50 ",In Progress,Cash,Tech15
SVC935,Adewale Musa,Honda Accord,Engine Diagnostics,1/22/2024,"$122,277.30 ",In Progress,Cash,Tech19
SVC1299,Tunde Bakare,Toyota Corolla,Wheel Alignment,8/6/2024,"$12,196.70 ",Pending,Cash,Tech18
SVC1300,Chinedu Okeke,Nissan Altima,Engine Diagnostics,9/2/2023,"$50,178.60 ",Completed,Card,Tech3
SVC1301,Jane Smith,Ford Focus,Battery Replacement,12/1/2024,"$32,867.90 ",Completed,Transfer,Tech50
SVC1302,Tunde Bakare,Kia Rio,Battery Replacement,20/08/2025,"$101,571.10 ",Pending,Transfer,Tech11
SVC1304,Fatima Bello,Nissan Altima,Ac Service,7/12/2023,"$116,765.60 ",Completed,Cash,Tech4
SVC1305,Grace Johnson,Kia Rio,Brake Repair,11/14/2023,"$8,096.20 ",In Progress,Transfer,Tech32
SVC1308,Tunde Bakare,Toyota Corolla,Battery Replacement,17/06/2025,"$130,811.00 ",Pending,Transfer,Tech34
SVC1309,Chinedu Okeke,Toyota Corolla,Ac Service,8/17/2025,"$94,861.50 ",Pending,Cash,Tech5
SVC1310,John Doe,Kia Rio,Wheel Alignment,1/15/2024,"$64,421.70 ",Cancelled,Cash,Tech9
SVC1311,Adewale Musa,Nissan Altima,Unknown Service,8/2/2024,"$85,912.90 ",Pending,Transfer,Tech46
SVC1312,Tunde Bakare,Hyundai Elantra,Brake Repair,9/30/2025,"$19,677.60 ",Cancelled,Cash,Tech4
SVC1313,Fatima Bello,Kia Rio,Ac Service,5/5/2023,"$106,869.80 ",In Progress,Card,Tech43
SVC1314,Emeka Obi,Toyota Corolla,Ac Service,11/29/2025,"$115,806.70 ",Cancelled,Transfer,Tech26
SVC1316,Chinedu Okeke,Toyota Corolla,Wheel Alignment,1/3/2025,"$91,385.60 ",Completed,Card,Tech35
SVC1317,Grace Johnson,Nissan Altima,Engine Diagnostics,1/31/2025,"$87,746.90 ",Completed,Card,Tech20
SVC1318,Grace Johnson,Toyota Corolla,Unknown Service,3/12/2023,"$109,919.20 ",Pending,Card,Tech10
SVC1319,Tunde Bakare,Kia Rio,Brake Repair,11/13/2025,"$119,023.40 ",Cancelled,Cash,Tech42
SVC1320,Chinedu Okeke,Hyundai Elantra,Battery Replacement,3/21/2024,"$102,403.40 ",In Progress,Transfer,Tech42
SVC1321,Adewale Musa,Hyundai Elantra,Oil Change,12/13/2024,"$139,010.90 ",Completed,Card,Tech44
SVC1323,Fatima Bello,Kia Rio,Engine Diagnostics,10/15/2024,"$73,322.60 ",Pending,Transfer,Tech48
SVC1324,Tunde Bakare,Kia Rio,Engine Diagnostics,6/3/2025,"$136,375.80 ",In Progress,Cash,Tech40
SVC1325,John Doe,Toyota Corolla,Unknown Service,10/4/2023,"$1,303,209.30 ",Cancelled,Card,Tech39
SVC1326,Emeka Obi,Kia Rio,Unknown Service,7/3/2023,"$145,184.80 ",Completed,Card,Tech6
SVC1327,Adewale Musa,Honda Accord,Brake Repair,6/21/2025,"$39,249.70 ",In Progress,Transfer,Tech35
SVC954,John Doe,Nissan Altima,Engine Diagnostics,2/10/2025,"$100,255.10 ",Completed,Transfer,Tech13
SVC1329,Fatima Bello,Honda Accord,Brake Repair,7/9/2024,"$89,249.50 ",Completed,Card,Tech25
SVC1330,Adewale Musa,Toyota Corolla,Brake Repair,2/12/2024,"$85,814.30 ",Cancelled,Transfer,Tech34
SVC1331,Chinedu Okeke,Hyundai Elantra,Ac Service,12/28/2024,"$127,690.00 ",In Progress,Card,Tech16
SVC1332,Chinedu Okeke,Nissan Altima,Battery Replacement,11/30/2024,"$112,643.20 ",Pending,Card,Tech45
SVC1333,Emeka Obi,Toyota Corolla,Unknown Service,28/02/2024,"$111,623.10 ",Pending,Transfer,Tech47
SVC1334,Fatima Bello,Toyota Corolla,Engine Diagnostics,10/12/2024,"$72,219.00 ",Completed,Cash,Tech32
SVC1335,Adewale Musa,Honda Accord,Engine Diagnostics,10/2/2023,"$135,009.50 ",Pending,Transfer,Tech29
SVC1336,Adewale Musa,Ford Focus,Unknown Service,25/04/2025,"$80,953.50 ",Pending,Card,Tech7
SVC1337,Emeka Obi,Toyota Corolla,Unknown Service,3/27/2023,"$116,527.70 ",In Progress,Cash,Tech50
SVC1338,Chinedu Okeke,Toyota Corolla,Oil Change,24/11/2025,"$129,034.60 ",Completed,Card,Tech21
SVC1339,Grace Johnson,Hyundai Elantra,Brake Repair,7/18/2025,"$96,152.10 ",Completed,Card,Tech36
SVC1340,Fatima Bello,Kia Rio,Unknown Service,1/13/2025,"$102,453.10 ",In Progress,Card,Tech41
SVC1341,Jane Smith,Kia Rio,Oil Change,24/10/2023,"$14,414.30 ",In Progress,Transfer,Tech14
SVC975,Chinedu Okeke,Nissan Altima,Oil Change,7/28/2025,"$140,414.30 ",Completed,Cash,Tech4
SVC1343,Adewale Musa,Ford Focus,Unknown Service,1/1/2024,"$133,131.20 ",Pending,Transfer,Tech48
SVC1344,Jane Smith,Kia Rio,Oil Change,5/25/2025,"$54,497.40 ",Cancelled,Card,Tech34
SVC1345,Jane Smith,Toyota Corolla,Unknown Service,9/17/2025,"$95,944.10 ",Completed,Card,Tech34
SVC1346,Tunde Bakare,Toyota Corolla,Brake Repair,5/10/2025,"$78,369.20 ",Completed,Cash,Tech8
SVC1347,Fatima Bello,Toyota Corolla,Ac Service,4/27/2025,"$71,608.40 ",Pending,Transfer,Tech13
SVC1348,Jane Smith,Honda Accord,Battery Replacement,8/22/2023,"$114,981.60 ",In Progress,Cash,Tech13
SVC1349,Tunde Bakare,Ford Focus,Engine Diagnostics,13/09/2025,"$143,953.20 ",Completed,Transfer,Tech27
SVC1351,Fatima Bello,Honda Accord,Ac Service,7/9/2023,"$23,860.70 ",Cancelled,Card,Tech22
SVC1352,Tunde Bakare,Honda Accord,Wheel Alignment,2/25/2024,"$24,110.30 ",Pending,Cash,Tech3
SVC1353,Tunde Bakare,Ford Focus,Oil Change,2/16/2023,"$31,586.20 ",Pending,Card,Tech19
SVC1355,Emeka Obi,Nissan Altima,Unknown Service,8/23/2023,"$19,925.20 ",Completed,Transfer,Tech21
SVC1356,Tunde Bakare,Kia Rio,Ac Service,6/27/2025,"$60,653.40 ",Pending,Card,Tech4
SVC1357,Chinedu Okeke,Toyota Corolla,Unknown Service,8/11/2025,"$91,431.00 ",Pending,Card,Tech30
SVC1358,Grace Johnson,Honda Accord,Brake Repair,1/14/2025,"$133,652.90 ",In Progress,Cash,Tech32
SVC1359,Grace Johnson,Toyota Corolla,Oil Change,9/18/2023,"$120,180.30 ",Completed,Cash,Tech42
SVC1360,Grace Johnson,Hyundai Elantra,Ac Service,11/22/2023,"$106,986.40 ",Completed,Cash,Tech37
SVC916,Emeka Obi,Toyota Corolla,Brake Repair,8/23/2023,"$25,165.00 ",In Progress,Card,Tech20
SVC1362,Adewale Musa,Hyundai Elantra,Ac Service,21/03/2024,"$146,371.40 ",Completed,Cash,Tech43
SVC1363,Adewale Musa,Toyota Corolla,Wheel Alignment,9/5/2024,"$31,939.70 ",Pending,Card,Tech23
SVC1364,Emeka Obi,Kia Rio,Oil Change,4/19/2023,"$89,139.00 ",In Progress,Card,Tech10
SVC1365,Emeka Obi,Ford Focus,Engine Diagnostics,12/22/2023,"$12,652.30 ",Cancelled,Transfer,Tech45
SVC1366,John Doe,Kia Rio,Engine Diagnostics,9/23/2025,"$105,782.40 ",Completed,Cash,Tech33
SVC1367,Fatima Bello,Toyota Corolla,Brake Repair,28/12/2024,"$16,964.00 ",Completed,Cash,Tech34
SVC1370,Fatima Bello,Nissan Altima,Ac Service,1/24/2025,"$58,616.20 ",Completed,Cash,Tech33
SVC1371,Adewale Musa,Honda Accord,Engine Diagnostics,10/1/2024,"$116,703.30 ",Completed,Transfer,Tech41
SVC1372,Emeka Obi,Ford Focus,Battery Replacement,12/10/2023,"$48,698.20 ",Cancelled,Cash,Tech9
SVC1373,John Doe,Toyota Corolla,Engine Diagnostics,8/10/2024,"$144,455.60 ",In Progress,Cash,Tech12
SVC1374,John Doe,Honda Accord,Unknown Service,11/6/2023,"$111,475.50 ",Cancelled,Cash,Tech37
SVC1375,Jane Smith,Ford Focus,Ac Service,10/12/2025,"$20,066.60 ",Pending,Transfer,Tech44
SVC1376,Fatima Bello,Honda Accord,Unknown Service,3/27/2025,"$129,183.90 ",Pending,Cash,Tech40
SVC1377,Fatima Bello,Hyundai Elantra,Oil Change,2/21/2025,"$28,485.10 ",Completed,Card,Tech45
SVC1378,Tunde Bakare,Kia Rio,Unknown Service,2/8/2025,"$20,722.40 ",In Progress,Cash,Tech13
SVC1379,Fatima Bello,Toyota Corolla,Wheel Alignment,7/20/2023,"$60,741.50 ",In Progress,Cash,Tech45
SVC955,Chinedu Okeke,Kia Rio,Wheel Alignment,9/3/2023,"$128,734.60 ",Pending,Transfer,Tech22
SVC1381,Tunde Bakare,Toyota Corolla,Wheel Alignment,1/1/2024,"$133,356.10 ",In Progress,Transfer,Tech46
SVC1382,John Doe,Honda Accord,Wheel Alignment,1/2/2023,"$144,918.30 ",Pending,Cash,Tech1
SVC1383,John Doe,Ford Focus,Brake Repair,4/7/2024,"$38,782.90 ",Completed,Cash,Tech35
SVC1384,Chinedu Okeke,Nissan Altima,Engine Diagnostics,1/18/2025,"$124,007.20 ",Completed,Cash,Tech13
SVC1385,Emeka Obi,Kia Rio,Unknown Service,10/20/2025,"$52,014.10 ",Completed,Card,Tech2
SVC1386,Adewale Musa,Kia Rio,Oil Change,4/13/2023,"$105,962.90 ",Completed,Card,Tech22
SVC1387,John Doe,Honda Accord,Brake Repair,11/21/2024,"$141,023.00 ",Pending,Transfer,Tech2
SVC1388,Tunde Bakare,Hyundai Elantra,Wheel Alignment,30/04/2025,"$28,165.10 ",In Progress,Card,Tech8
SVC1389,Chinedu Okeke,Nissan Altima,Ac Service,23/04/2025,"$118,896.30 ",Completed,Cash,Tech14
SVC1390,John Doe,Honda Accord,Unknown Service,15/10/2025,"$19,219.30 ",In Progress,Transfer,Tech7
SVC1391,Chinedu Okeke,Nissan Altima,Engine Diagnostics,27/12/2023,"$115,249.20 ",Pending,Cash,Tech32
SVC1392,Chinedu Okeke,Toyota Corolla,Engine Diagnostics,29/10/2024,"$73,655.90 ",Cancelled,Transfer,Tech14
SVC1393,Jane Smith,Ford Focus,Ac Service,6/5/2025,"$10,808.50 ",In Progress,Card,Tech29
SVC1394,Tunde Bakare,Ford Focus,Brake Repair,3/19/2024,"$24,243.20 ",In Progress,Transfer,Tech5
SVC1395,John Doe,Toyota Corolla,Brake Repair,5/5/2025,"$131,758.90 ",In Progress,Transfer,Tech40
SVC1396,Grace Johnson,Ford Focus,Battery Replacement,12/4/2025,"$58,010.70 ",Completed,Transfer,Tech16
SVC1397,Jane Smith,Kia Rio,Battery Replacement,7/8/2025,"$81,369.00 ",Pending,Card,Tech34
SVC1398,Chinedu Okeke,Ford Focus,Brake Repair,8/16/2023,"$46,814.00 ",Pending,Transfer,Tech31
SVC936,Emeka Obi,Ford Focus,Oil Change,9/22/2025,"$55,271.50 ",In Progress,Cash,Tech30
SVC1400,Adewale Musa,Toyota Corolla,Wheel Alignment,9/28/2023,"$101,549.00 ",Completed,Cash,Tech36
SVC1401,Adewale Musa,Hyundai Elantra,Wheel Alignment,9/22/2025,"$56,202.50 ",Completed,Transfer,Tech40
SVC1096,Adewale Musa,Toyota Corolla,Battery Replacement,7/4/2023,"$58,602.50 ",Completed,Transfer,Tech45
SVC1403,Emeka Obi,Nissan Altima,Ac Service,8/19/2023,"$142,429.40 ",In Progress,Cash,Tech5
SVC1404,Grace Johnson,Kia Rio,Brake Repair,14/12/2025,"$135,525.30 ",Pending,Cash,Tech37
SVC1405,Tunde Bakare,Nissan Altima,Engine Diagnostics,1/9/2025,"$118,286.10 ",Pending,Card,Tech35
SVC1406,Jane Smith,Hyundai Elantra,Battery Replacement,5/1/2025,"$26,452.20 ",Completed,Transfer,Tech10
SVC1407,Adewale Musa,Hyundai Elantra,Engine Diagnostics,5/16/2023,"$46,851.90 ",Pending,Transfer,Tech46
SVC1409,Fatima Bello,Honda Accord,Brake Repair,3/28/2023,"$114,636.50 ",Completed,Transfer,Tech26
SVC1411,Jane Smith,Honda Accord,Ac Service,6/12/2024,"$146,267.50 ",Completed,Transfer,Tech29
SVC1412,Adewale Musa,Honda Accord,Engine Diagnostics,7/12/2024,"$65,829.50 ",Completed,Cash,Tech19
SVC1413,Tunde Bakare,Ford Focus,Unknown Service,10/9/2024,"$44,361.60 ",Completed,Card,Tech27
SVC1415,Adewale Musa,Honda Accord,Ac Service,22/03/2024,"$77,990.50 ",Completed,Transfer,Tech12
SVC1416,Jane Smith,Kia Rio,Engine Diagnostics,10/12/2023,"$134,010.30 ",Pending,Cash,Tech2
SVC1417,John Doe,Ford Focus,Battery Replacement,21/09/2024,"$35,427.00 ",Pending,Card,Tech11
SVC1418,Chinedu Okeke,Hyundai Elantra,Battery Replacement,8/18/2025,"$1,367,367.50 ",Pending,Cash,Tech34
SVC1419,John Doe,Toyota Corolla,Oil Change,7/22/2024,"$55,436.30 ",Pending,Transfer,Tech1
SVC1421,Jane Smith,Hyundai Elantra,Oil Change,1/9/2023,"$139,013.70 ",Completed,Transfer,Tech30
SVC1423,Emeka Obi,Toyota Corolla,Wheel Alignment,3/14/2024,"$37,995.40 ",Cancelled,Card,Tech46
SVC1424,Grace Johnson,Nissan Altima,Unknown Service,11/2/2024,"$21,779.80 ",Completed,Cash,Tech2
SVC1425,Grace Johnson,Kia Rio,Engine Diagnostics,1/3/2024,"$149,814.90 ",Pending,Card,Tech8
SVC1426,Fatima Bello,Toyota Corolla,Wheel Alignment,5/13/2023,"$146,405.10 ",Completed,Cash,Tech37
SVC1427,Jane Smith,Hyundai Elantra,Oil Change,3/30/2025,"$73,994.80 ",In Progress,Cash,Tech45
SVC1428,Fatima Bello,Kia Rio,Wheel Alignment,3/2/2023,"$111,980.80 ",Completed,Card,Tech8
SVC1429,Grace Johnson,Toyota Corolla,Wheel Alignment,12/8/2025,"$47,566.60 ",Completed,Transfer,Tech29
SVC1430,Grace Johnson,Honda Accord,Brake Repair,2/9/2025,"$716,501.50 ",Pending,Cash,Tech43
SVC1431,Emeka Obi,Nissan Altima,Ac Service,8/20/2025,"$86,527.00 ",Completed,Transfer,Tech15
SVC1432,Emeka Obi,Honda Accord,Brake Repair,3/4/2023,"$126,355.50 ",Completed,Card,Tech18
SVC1433,John Doe,Kia Rio,Oil Change,4/25/2024,"$90,917.10 ",Completed,Cash,Tech25
SVC1434,Fatima Bello,Hyundai Elantra,Oil Change,6/30/2024,"$105,914.00 ",Completed,Card,Tech35
SVC1435,Adewale Musa,Toyota Corolla,Brake Repair,4/3/2025,"$95,619.80 ",In Progress,Card,Tech11
SVC1436,Grace Johnson,Honda Accord,Oil Change,7/2/2024,"$122,295.40 ",In Progress,Card,Tech38
SVC1437,Grace Johnson,Hyundai Elantra,Ac Service,10/14/2024,"$96,919.50 ",Completed,Transfer,Tech22
SVC1438,Emeka Obi,Ford Focus,Unknown Service,9/27/2024,"$75,380.40 ",Completed,Cash,Tech22
SVC999,John Doe,Hyundai Elantra,Wheel Alignment,8/18/2023,"$111,499.70 ",Completed,Transfer,Tech25
SVC1440,Grace Johnson,Toyota Corolla,Ac Service,16/05/2025,"$25,920.30 ",Completed,Cash,Tech41
SVC1441,Jane Smith,Ford Focus,Engine Diagnostics,6/2/2024,"$60,780.10 ",Completed,Card,Tech13
SVC1442,Emeka Obi,Honda Accord,Engine Diagnostics,4/27/2024,"$35,506.00 ",Pending,Cash,Tech11
SVC1443,Adewale Musa,Honda Accord,Engine Diagnostics,11/12/2024,"$132,130.40 ",Pending,Card,Tech11
SVC1444,Grace Johnson,Ford Focus,Ac Service,27/06/2025,"$5,446.00 ",Completed,Transfer,Tech6
SVC1445,Grace Johnson,Ford Focus,Ac Service,6/9/2025,"$42,798.60 ",Pending,Card,Tech17
SVC1446,Chinedu Okeke,Kia Rio,Wheel Alignment,2/17/2023,"$98,830.50 ",Completed,Cash,Tech16
SVC1447,Adewale Musa,Nissan Altima,Oil Change,23/01/2025,"$142,350.30 ",Completed,Cash,Tech27
SVC1448,Grace Johnson,Ford Focus,Ac Service,10/9/2025,"$23,878.90 ",In Progress,Card,Tech5
SVC1449,Emeka Obi,Ford Focus,Oil Change,12/7/2025,"$58,597.50 ",Completed,Transfer,Tech11
SVC1450,Fatima Bello,Kia Rio,Engine Diagnostics,9/11/2024,"$18,815.50 ",Completed,Card,Tech6
SVC1451,Chinedu Okeke,Nissan Altima,Engine Diagnostics,10/18/2023,"$102,333.00 ",Cancelled,Card,Tech17
SVC1452,Tunde Bakare,Toyota Corolla,Unknown Service,11/6/2025,"$219,421.00 ",Completed,Card,Tech44
SVC1453,Chinedu Okeke,Ford Focus,Ac Service,16/06/2024,"$50,753.70 ",In Progress,Cash,Tech44
SVC1454,Grace Johnson,Hyundai Elantra,Battery Replacement,9/11/2023,"$107,364.60 ",In Progress,Transfer,Tech9
SVC1455,Fatima Bello,Hyundai Elantra,Oil Change,5/2/2025,"$18,568.80 ",Pending,Cash,Tech23
SVC1456,Emeka Obi,Hyundai Elantra,Engine Diagnostics,11/11/2023,"$40,692.80 ",Completed,Card,Tech12
SVC1457,Fatima Bello,Hyundai Elantra,Engine Diagnostics,1/22/2025,"$16,754.20 ",In Progress,Transfer,Tech24
SVC1460,Jane Smith,Honda Accord,Wheel Alignment,3/24/2023,"$33,981.30 ",In Progress,Card,Tech43
SVC1461,Jane Smith,Nissan Altima,Engine Diagnostics,1/11/2023,"$54,553.00 ",Completed,Cash,Tech29
SVC1462,Grace Johnson,Nissan Altima,Ac Service,28/01/2023,"$89,907.30 ",Completed,Transfer,Tech33
SVC1463,Grace Johnson,Nissan Altima,Engine Diagnostics,1/26/2024,"$100,091.10 ",Completed,Cash,Tech19
SVC1465,Tunde Bakare,Nissan Altima,Oil Change,6/26/2023,"$123,315.40 ",Pending,Transfer,Tech39
SVC1466,Grace Johnson,Kia Rio,Oil Change,3/17/2023,"$116,609.60 ",Completed,Cash,Tech34
SVC1468,Emeka Obi,Kia Rio,Wheel Alignment,17/08/2025,"$87,567.40 ",Completed,Transfer,Tech37
SVC1469,Adewale Musa,Nissan Altima,Oil Change,15/09/2025,"$62,953.70 ",In Progress,Card,Tech12
SVC1470,John Doe,Toyota Corolla,Unknown Service,12/24/2023,"$133,060.10 ",In Progress,Transfer,Tech40
SVC1471,Emeka Obi,Nissan Altima,Ac Service,11/6/2023,"$30,127.20 ",Cancelled,Card,Tech31
SVC1472,Jane Smith,Toyota Corolla,Engine Diagnostics,30/08/2023,"$9,635.70 ",Completed,Card,Tech10
SVC1473,Emeka Obi,Kia Rio,Ac Service,12/4/2024,"$92,622.00 ",Completed,Cash,Tech41
SVC1474,John Doe,Nissan Altima,Battery Replacement,11/23/2024,"$137,092.90 ",Completed,Card,Tech46
SVC1475,John Doe,Kia Rio,Engine Diagnostics,5/8/2025,"$121,256.50 ",In Progress,Transfer,Tech42
SVC1476,Chinedu Okeke,Hyundai Elantra,Unknown Service,9/11/2023,"$63,239.40 ",Pending,Cash,Tech20
SVC1477,Fatima Bello,Honda Accord,Oil Change,2/12/2025,"$114,701.20 ",Completed,Cash,Tech36
SVC1478,Chinedu Okeke,Honda Accord,Wheel Alignment,9/24/2023,"$111,939.30 ",Cancelled,Card,Tech49
SVC1479,Emeka Obi,Nissan Altima,Battery Replacement,3/5/2025,"$36,143.70 ",In Progress,Card,Tech32
SVC1480,Jane Smith,Toyota Corolla,Oil Change,9/1/2023,"$25,930.20 ",Completed,Cash,Tech44
SVC1481,Tunde Bakare,Kia Rio,Unknown Service,5/13/2025,"$128,586.10 ",In Progress,Transfer,Tech43
SVC1482,John Doe,Honda Accord,Brake Repair,7/15/2025,"$140,839.00 ",Completed,Cash,Tech1
SVC1483,John Doe,Ford Focus,Oil Change,4/3/2025,"$118,295.70 ",Completed,Transfer,Tech22
SVC1484,John Doe,Ford Focus,Engine Diagnostics,9/11/2023,"$135,535.40 ",Completed,Card,Tech30
SVC1487,Adewale Musa,Toyota Corolla,Oil Change,17/07/2024,"$17,347.00 ",Pending,Transfer,Tech36
SVC1488,Emeka Obi,Toyota Corolla,Brake Repair,1/5/2024,"$40,566.60 ",Completed,Cash,Tech33
SVC1489,Grace Johnson,Nissan Altima,Brake Repair,12/13/2023,"$8,488.30 ",In Progress,Transfer,Tech34
SVC923,Grace Johnson,Toyota Corolla,Unknown Service,19/02/2024,"$94,098.90 ",Cancelled,Card,Tech32
SVC1492,Fatima Bello,Toyota Corolla,Unknown Service,4/23/2024,"$114,059.40 ",In Progress,Transfer,Tech33
SVC1493,Jane Smith,Ford Focus,Ac Service,10/19/2023,"$44,028.20 ",Cancelled,Card,Tech18
SVC1494,Fatima Bello,Hyundai Elantra,Oil Change,7/13/2024,"$83,363.80 ",Pending,Cash,Tech34
SVC1495,Grace Johnson,Kia Rio,Wheel Alignment,7/26/2024,"$41,378.90 ",Completed,Cash,Tech35
SVC1496,Emeka Obi,Kia Rio,Battery Replacement,7/30/2025,"$35,573.30 ",Completed,Transfer,Tech7
SVC1498,Jane Smith,Ford Focus,Battery Replacement,6/16/2023,"$52,626.30 ",Completed,Cash,Tech25
SVC1499,Chinedu Okeke,Honda Accord,Wheel Alignment,9/13/2023,"$83,104.20 ",Cancelled,Card,Tech18
SVC1500,Emeka Obi,Hyundai Elantra,Oil Change,4/24/2024,"$58,719.70 ",Completed,Card,Tech42
SVC1501,Emeka Obi,Kia Rio,Battery Replacement,2/17/2023,"$1,452,579.90 ",Cancelled,Card,Tech29
SVC1502,Jane Smith,Toyota Corolla,Engine Diagnostics,11/27/2025,"$94,096.20 ",In Progress,Transfer,Tech33
SVC1504,John Doe,Toyota Corolla,Battery Replacement,6/17/2023,"$76,858.30 ",Cancelled,Card,Tech17
SVC974,Jane Smith,Ford Focus,Brake Repair,2/19/2023,"$122,112.60 ",Completed,Transfer,Tech31
SVC1506,Grace Johnson,Kia Rio,Brake Repair,6/17/2025,"$120,597.00 ",Completed,Transfer,Tech8
SVC1509,Tunde Bakare,Hyundai Elantra,Oil Change,9/9/2024,"$95,675.60 ",Pending,Cash,Tech44
SVC1510,Tunde Bakare,Toyota Corolla,Engine Diagnostics,7/17/2025,"$95,796.90 ",In Progress,Cash,Tech13
SVC1511,Adewale Musa,Ford Focus,Brake Repair,1/26/2023,"$72,310.30 ",Pending,Cash,Tech42
SVC1512,Chinedu Okeke,Kia Rio,Engine Diagnostics,9/19/2023,"$89,755.70 ",Completed,Cash,Tech18
SVC1513,Tunde Bakare,Honda Accord,Engine Diagnostics,1/17/2023,"$90,033.80 ",Pending,Cash,Tech16
SVC1514,Grace Johnson,Honda Accord,Ac Service,8/15/2025,"$105,400.00 ",Completed,Cash,Tech31
SVC1515,John Doe,Kia Rio,Oil Change,8/1/2023,"$105,517.00 ",Completed,Transfer,Tech25
SVC1516,Jane Smith,Hyundai Elantra,Battery Replacement,1/21/2023,"$56,893.60 ",In Progress,Transfer,Tech25
